Timestamp,Time Passed,PC Time,Server Time,Time Difference (s),Offset,Delay (s)
Thu May 30 08:57:50 2024,696,1717052270.6880732,1717052270.3174095,0.3706636428833008,-0.28693509101867676,0.16745710372924805
Thu May 30 08:58:20 2024,727,1717052300.9570093,1717052300.5848026,0.3722066879272461,-0.2874438762664795,0.1695256233215332
Thu May 30 08:58:51 2024,757,1717052331.235219,1717052330.8630533,0.3721656799316406,-0.28638720512390137,0.17155694961547852
Thu May 30 08:59:21 2024,787,1717052361.5001802,1717052361.1290684,0.3711118698120117,-0.28676819801330566,0.1686873435974121
Thu May 30 08:59:51 2024,817,1717052391.7655802,1717052391.3933754,0.3722047805786133,-0.2873036861419678,0.16980218887329102
Thu May 30 09:00:21 2024,848,1717052422.0422745,1717052421.6719542,0.37032032012939453,-0.28649401664733887,0.16765260696411133
Thu May 30 09:00:52 2024,878,1717052452.3423362,1717052451.971521,0.3708152770996094,-0.28638195991516113,0.16886663436889648
Thu May 30 09:01:22 2024,908,1717052482.6060572,1717052482.2348003,0.37125682830810547,-0.28629446029663086,0.16992473602294922
Thu May 30 09:01:52 2024,938,1717052512.870985,1717052512.500381,0.3706040382385254,-0.28587937355041504,0.1694493293762207
Thu May 30 09:02:22 2024,969,1717052543.153143,1717052542.782187,0.3709559440612793,-0.2865421772003174,0.16882753372192383
Thu May 30 09:02:53 2024,999,1717052573.43056,1717052573.0609307,0.3696293830871582,-0.2854773998260498,0.1683039665222168
Thu May 30 09:03:23 2024,1029,1717052603.769987,1717052603.4005013,0.36948585510253906,-0.28589701652526855,0.16717767715454102
Thu May 30 09:03:53 2024,1060,1717052634.0315523,1717052633.6608558,0.3706965446472168,-0.28644776344299316,0.16849756240844727
Thu May 30 09:04:24 2024,1090,1717052664.3100934,1717052663.9401803,0.36991310119628906,-0.2858271598815918,0.16817188262939453
Thu May 30 09:04:54 2024,1120,1717052694.5759754,1717052694.2059183,0.3700571060180664,-0.2861003875732422,0.16791343688964844
Thu May 30 09:05:24 2024,1150,1717052724.8424287,1717052724.4722414,0.37018728256225586,-0.2858595848083496,0.1686553955078125
Thu May 30 09:05:54 2024,1181,1717052755.1585884,1717052754.7882814,0.37030696868896484,-0.2854616641998291,0.16969060897827148
Thu May 30 09:06:25 2024,1211,1717052785.4203076,1717052785.0491004,0.37120723724365234,-0.2864718437194824,0.16947078704833984
Thu May 30 09:06:55 2024,1241,1717052815.6825113,1717052815.312365,0.3701462745666504,-0.28566932678222656,0.16895389556884766
Thu May 30 09:07:25 2024,1272,1717052845.9313698,1717052845.5587163,0.3726534843444824,-0.2870192527770996,0.17126846313476562
Thu May 30 09:07:56 2024,1302,1717052876.2162085,1717052875.8435159,0.3726925849914551,-0.2872192859649658,0.17094659805297852
Thu May 30 09:08:26 2024,1332,1717052906.4900274,1717052906.119596,0.37043142318725586,-0.28538990020751953,0.17008304595947266
Thu May 30 09:08:56 2024,1362,1717052936.7492003,1717052936.3796291,0.3695712089538574,-0.2858242988586426,0.1674938201904297
Thu May 30 09:09:26 2024,1393,1717052967.011486,1717052966.641419,0.37006711959838867,-0.2857966423034668,0.16854095458984375
Thu May 30 09:09:57 2024,1423,1717052997.2655926,1717052996.8965273,0.3690652847290039,-0.284975528717041,0.16817951202392578
Thu May 30 09:10:27 2024,1453,1717053027.532177,1717053027.1595168,0.37266016006469727,-0.28664469718933105,0.17203092575073242
Thu May 30 09:10:57 2024,1483,1717053057.789606,1717053057.420074,0.36953210830688477,-0.28562235832214355,0.16781949996948242
Thu May 30 09:11:27 2024,1514,1717053088.0272522,1717053087.658402,0.3688502311706543,-0.2851138114929199,0.16747283935546875
Thu May 30 09:11:58 2024,1544,1717053118.300825,1717053117.9310203,0.36980485916137695,-0.28549766540527344,0.16861438751220703
Thu May 30 09:12:28 2024,1574,1717053148.5606914,1717053148.1908188,0.3698725700378418,-0.28532981872558594,0.16908550262451172
Thu May 30 09:12:58 2024,1604,1717053178.830923,1717053178.462801,0.3681221008300781,-0.2845730781555176,0.1670980453491211
Thu May 30 09:13:28 2024,1635,1717053209.095398,1717053208.726149,0.3692488670349121,-0.28513574600219727,0.1682262420654297
Thu May 30 09:13:59 2024,1665,1717053239.395371,1717053239.0243688,0.371002197265625,-0.2861182689666748,0.1697678565979004
Thu May 30 09:14:29 2024,1695,1717053269.6901035,1717053269.3209586,0.36914491653442383,-0.28478169441223145,0.16872644424438477
Thu May 30 09:14:59 2024,1726,1717053299.9804077,1717053299.6105137,0.36989402770996094,-0.2851989269256592,0.16939020156860352
Thu May 30 09:15:30 2024,1756,1717053330.2890015,1717053329.912859,0.3761425018310547,-0.2885286808013916,0.17522764205932617
Thu May 30 09:16:00 2024,1786,1717053360.5719833,1717053360.201612,0.37037134170532227,-0.28539252281188965,0.16995763778686523
Thu May 30 09:16:30 2024,1816,1717053390.8611631,1717053390.4924407,0.36872243881225586,-0.28446507453918457,0.16851472854614258
Thu May 30 09:17:00 2024,1847,1717053421.1234245,1717053420.755268,0.36815643310546875,-0.2842991352081299,0.16771459579467773
Thu May 30 09:17:31 2024,1877,1717053451.3837953,1717053451.0147696,0.36902570724487305,-0.28514909744262695,0.1677532196044922
Thu May 30 09:18:01 2024,1907,1717053481.6400752,1717053481.2706451,0.3694300651550293,-0.2846970558166504,0.1694660186767578
Thu May 30 09:18:31 2024,1938,1717053511.9008312,1717053511.5316877,0.3691434860229492,-0.284679651260376,0.16892766952514648
Thu May 30 09:19:01 2024,1968,1717053542.1587834,1717053541.7892385,0.36954498291015625,-0.28457164764404297,0.16994667053222656
Thu May 30 09:19:32 2024,1998,1717053572.4115295,1717053572.0434842,0.3680453300476074,-0.28427696228027344,0.16753673553466797
Thu May 30 09:20:02 2024,2028,1717053602.69213,1717053602.3203344,0.371795654296875,-0.2857663631439209,0.1720585823059082
Thu May 30 09:20:32 2024,2059,1717053632.9747162,1717053632.6039228,0.37079334259033203,-0.28535985946655273,0.1708669662475586
Thu May 30 09:21:03 2024,2089,1717053663.2269735,1717053662.857481,0.3694925308227539,-0.2851274013519287,0.1687302589416504
Thu May 30 09:21:33 2024,2119,1717053693.4871511,1717053693.1127243,0.37442684173583984,-0.287517786026001,0.17381811141967773
Thu May 30 09:22:03 2024,2149,1717053723.7553034,1717053723.3822904,0.3730130195617676,-0.2865865230560303,0.1728529930114746
Thu May 30 09:22:33 2024,2180,1717053754.0124283,1717053753.6413631,0.3710651397705078,-0.2854042053222656,0.17132186889648438
Thu May 30 09:23:04 2024,2210,1717053784.2780414,1717053783.9041748,0.37386655807495117,-0.2875239849090576,0.1726851463317871
Thu May 30 09:23:34 2024,2240,1717053814.530219,1717053814.161439,0.36878013610839844,-0.28441500663757324,0.1687302589416504
Thu May 30 09:24:04 2024,2270,1717053844.800416,1717053844.4287677,0.37164831161499023,-0.28612685203552246,0.17104291915893555
Thu May 30 09:24:34 2024,2301,1717053875.056054,1717053874.685573,0.370481014251709,-0.28515076637268066,0.17066049575805664
Thu May 30 09:25:05 2024,2331,1717053905.32794,1717053904.9544387,0.3735013008117676,-0.28702521324157715,0.17295217514038086
Thu May 30 09:25:35 2024,2361,1717053935.6038628,1717053935.2351756,0.36868715286254883,-0.28418588638305664,0.16900253295898438
Thu May 30 09:26:05 2024,2391,1717053965.869214,1717053965.502233,0.36698102951049805,-0.28374743461608887,0.16646718978881836
Thu May 30 09:26:35 2024,2422,1717053996.1222134,1717053995.753302,0.3689112663269043,-0.28511643409729004,0.16758966445922852
Thu May 30 09:27:06 2024,2452,1717054026.3715863,1717054026.0023265,0.3692598342895508,-0.28495025634765625,0.16861915588378906
Thu May 30 09:27:36 2024,2482,1717054056.6350327,1717054056.2666216,0.3684110641479492,-0.28449511528015137,0.1678318977355957
Thu May 30 09:28:06 2024,2513,1717054086.8917909,1717054086.5237126,0.36807823181152344,-0.2843055725097656,0.16754531860351562
Thu May 30 09:28:36 2024,2543,1717054117.148541,1717054116.780509,0.36803197860717773,-0.28437304496765137,0.16731786727905273
Thu May 30 09:29:07 2024,2573,1717054147.4130692,1717054147.0367947,0.37627458572387695,-0.2882564067840576,0.17603635787963867
Thu May 30 09:29:37 2024,2603,1717054177.6907105,1717054177.3233376,0.367372989654541,-0.28354454040527344,0.16765689849853516
Thu May 30 09:30:08 2024,2634,1717054208.1753225,1717054207.8069572,0.3683652877807617,-0.28331494331359863,0.17010068893432617
Thu May 30 09:30:38 2024,2664,1717054238.4407883,1717054238.0711784,0.3696098327636719,-0.2837810516357422,0.17165756225585938
Thu May 30 09:31:08 2024,2694,1717054268.8203182,1717054268.4495564,0.3707618713378906,-0.28554344177246094,0.17043685913085938
Thu May 30 09:31:38 2024,2725,1717054299.0877252,1717054298.721096,0.36662912368774414,-0.2835390567779541,0.16618013381958008
Thu May 30 09:32:09 2024,2755,1717054329.3580432,1717054328.9909148,0.3671283721923828,-0.2819478511810303,0.17036104202270508
Thu May 30 09:32:39 2024,2785,1717054359.624322,1717054359.2542024,0.370119571685791,-0.28499746322631836,0.1702442169189453
Thu May 30 09:33:09 2024,2816,1717054389.8945222,1717054389.5255342,0.368988037109375,-0.28328943252563477,0.17139720916748047
Thu May 30 09:33:39 2024,2846,1717054420.1689029,1717054419.8003101,0.3685927391052246,-0.283843994140625,0.16949748992919922
Thu May 30 09:34:10 2024,2876,1717054450.4271708,1717054450.0598297,0.3673410415649414,-0.28360772132873535,0.1674666404724121
Thu May 30 09:34:40 2024,2906,1717054480.7098618,1717054480.3409123,0.36894941329956055,-0.2839772701263428,0.16994428634643555
Thu May 30 09:35:10 2024,2937,1717054510.974845,1717054510.6057286,0.36911630630493164,-0.2840733528137207,0.17008590698242188
Thu May 30 09:35:41 2024,2967,1717054541.2386694,1717054540.8720212,0.36664819717407227,-0.2829921245574951,0.1673121452331543
Thu May 30 09:36:11 2024,2997,1717054571.505281,1717054571.1387844,0.36649656295776367,-0.28307294845581055,0.16684722900390625
Thu May 30 09:36:41 2024,3027,1717054601.7692332,1717054601.4026098,0.3666234016418457,-0.2831425666809082,0.166961669921875
Thu May 30 09:37:11 2024,3058,1717054632.0319939,1717054631.6624637,0.36953020095825195,-0.28366637229919434,0.17172765731811523
Thu May 30 09:37:42 2024,3088,1717054662.3020778,1717054661.935278,0.36679983139038086,-0.2825312614440918,0.16853713989257812
Thu May 30 09:38:12 2024,3118,1717054692.592371,1717054692.2232618,0.3691091537475586,-0.28406453132629395,0.1700892448425293
Thu May 30 09:38:42 2024,3148,1717054722.8424015,1717054722.4748707,0.36753082275390625,-0.28348636627197266,0.1680889129638672
Thu May 30 09:39:12 2024,3179,1717054753.0977936,1717054752.7304053,0.3673882484436035,-0.2828843593597412,0.1690077781677246
Thu May 30 09:39:43 2024,3209,1717054783.370798,1717054783.0049667,0.3658313751220703,-0.2826347351074219,0.16639328002929688
Thu May 30 09:40:13 2024,3239,1717054813.648714,1717054813.2817392,0.3669748306274414,-0.2828948497772217,0.16815996170043945
Thu May 30 09:40:43 2024,3270,1717054843.8966646,1717054843.529306,0.3673586845397949,-0.28316402435302734,0.16838932037353516
Thu May 30 09:41:13 2024,3300,1717054874.149372,1717054873.7794023,0.36996984481811523,-0.28482985496520996,0.17027997970581055
Thu May 30 09:41:44 2024,3330,1717054904.4201393,1717054904.0521445,0.3679947853088379,-0.2833750247955322,0.16923952102661133
Thu May 30 09:42:14 2024,3360,1717054934.6837864,1717054934.3180075,0.36577892303466797,-0.2820732593536377,0.16741132736206055
Thu May 30 09:42:44 2024,3391,1717054964.9525576,1717054964.5815372,0.3710203170776367,-0.2846086025238037,0.17282342910766602
Thu May 30 09:43:15 2024,3421,1717054995.2865858,1717054994.920145,0.3664407730102539,-0.2819631099700928,0.16895532608032227
Thu May 30 09:43:45 2024,3451,1717055025.561942,1717055025.1964102,0.36553192138671875,-0.28218770027160645,0.1666884422302246
Thu May 30 09:44:15 2024,3481,1717055055.8504033,1717055055.483942,0.36646127700805664,-0.28249359130859375,0.16793537139892578
Thu May 30 09:44:46 2024,3512,1717055086.16992,1717055085.8038192,0.3661007881164551,-0.28156280517578125,0.16907596588134766
Thu May 30 09:45:16 2024,3542,1717055116.431786,1717055116.064062,0.3677239418029785,-0.2831602096557617,0.1691274642944336
Thu May 30 09:45:46 2024,3572,1717055146.7103033,1717055146.3450685,0.3652348518371582,-0.28145599365234375,0.1675577163696289
