Timestamp,Time Passed,PC Time,Server Time,Time Difference (s),Offset,Delay (s)
Thu May 30 09:20:02 2024,2028,1717053602.4539957,1717053602.1773896,0.27660608291625977,-0.2684438228607178,0.016324520111083984
Thu May 30 09:20:32 2024,2059,1717053632.7244902,1717053632.446012,0.27847814559936523,-0.2684340476989746,0.02008819580078125
Thu May 30 09:21:02 2024,2089,1717053663.0044317,1717053662.7262344,0.2781972885131836,-0.2685892581939697,0.019216060638427734
Thu May 30 09:21:33 2024,2119,1717053693.2540364,1717053692.977059,0.2769775390625,-0.26851940155029297,0.016916275024414062
Thu May 30 09:22:03 2024,2149,1717053723.527164,1717053723.2484307,0.2787332534790039,-0.2694563865661621,0.018553733825683594
Thu May 30 09:22:33 2024,2180,1717053753.784062,1717053753.5057163,0.27834558486938477,-0.2688446044921875,0.01900196075439453
Thu May 30 09:23:04 2024,2210,1717053784.0389452,1717053783.7602854,0.2786598205566406,-0.2696242332458496,0.01807117462158203
Thu May 30 09:23:34 2024,2240,1717053814.3050375,1717053814.026864,0.27817344665527344,-0.2690582275390625,0.018230438232421875
Thu May 30 09:24:04 2024,2270,1717053844.5649357,1717053844.2876487,0.27728700637817383,-0.26883840560913086,0.016897201538085938
Thu May 30 09:24:34 2024,2301,1717053874.8298407,1717053874.5506635,0.279177188873291,-0.26951050758361816,0.019333362579345703
Thu May 30 09:25:05 2024,2331,1717053905.0848246,1717053904.8058052,0.2790193557739258,-0.26950955390930176,0.019019603729248047
Thu May 30 09:25:35 2024,2361,1717053935.3663402,1717053935.087387,0.27895307540893555,-0.2689974308013916,0.01991128921508789
Thu May 30 09:26:05 2024,2391,1717053965.6411614,1717053965.3640747,0.2770867347717285,-0.26860976219177246,0.01695394515991211
Thu May 30 09:26:35 2024,2422,1717053995.895029,1717053995.6169171,0.27811193466186523,-0.2684519290924072,0.019320011138916016
Thu May 30 09:27:06 2024,2452,1717054026.1553783,1717054025.8765545,0.2788238525390625,-0.2694082260131836,0.018831253051757812
Thu May 30 09:27:36 2024,2482,1717054056.4075823,1717054056.1302924,0.27728986740112305,-0.2678258419036865,0.018928050994873047
Thu May 30 09:28:06 2024,2513,1717054086.6701283,1717054086.393252,0.27687644958496094,-0.26793980598449707,0.017873287200927734
Thu May 30 09:28:36 2024,2543,1717054116.9222336,1717054116.6424704,0.27976322174072266,-0.26879286766052246,0.02194070816040039
Thu May 30 09:29:07 2024,2573,1717054147.1779928,1717054146.8976178,0.28037500381469727,-0.26975226402282715,0.021245479583740234
Thu May 30 09:29:37 2024,2603,1717054177.4629898,1717054177.1762848,0.28670501708984375,-0.2722339630126953,0.028942108154296875
Thu May 30 09:30:07 2024,2634,1717054207.8878226,1717054207.6102657,0.2775568962097168,-0.22945880889892578,0.09619617462158203
Thu May 30 09:30:38 2024,2664,1717054238.213593,1717054237.93651,0.2770829200744629,-0.2677578926086426,0.018650054931640625
Thu May 30 09:31:08 2024,2694,1717054268.5948896,1717054268.3179545,0.2769351005554199,-0.20726370811462402,0.1393427848815918
Thu May 30 09:31:38 2024,2725,1717054298.8666425,1717054298.5899854,0.2766571044921875,-0.26817870140075684,0.016956806182861328
Thu May 30 09:32:09 2024,2755,1717054329.131031,1717054328.853712,0.27731895446777344,-0.2676856517791748,0.019266605377197266
Thu May 30 09:32:39 2024,2785,1717054359.388937,1717054359.111835,0.277101993560791,-0.26789402961730957,0.01841592788696289
Thu May 30 09:33:09 2024,2816,1717054389.652371,1717054389.3752546,0.2771162986755371,-0.26812195777893066,0.01798868179321289
Thu May 30 09:33:39 2024,2846,1717054419.9374037,1717054419.661355,0.2760486602783203,-0.2673161029815674,0.01746511459350586
Thu May 30 09:34:10 2024,2876,1717054450.2076178,1717054449.9311051,0.27651262283325195,-0.2670168876647949,0.018991470336914062
Thu May 30 09:34:40 2024,2906,1717054480.478489,1717054480.189157,0.28933191299438477,-0.2738199234008789,0.03102397918701172
Thu May 30 09:35:10 2024,2937,1717054510.7352138,1717054510.459457,0.2757568359375,-0.2667992115020752,0.01791524887084961
Thu May 30 09:35:40 2024,2967,1717054541.0166354,1717054540.7410026,0.2756328582763672,-0.26659512519836426,0.01807546615600586
Thu May 30 09:36:11 2024,2997,1717054571.2853193,1717054571.0096102,0.2757091522216797,-0.26773762702941895,0.015943050384521484
Thu May 30 09:36:41 2024,3027,1717054601.5462608,1717054601.2672005,0.27906036376953125,-0.26959872245788574,0.018923282623291016
Thu May 30 09:37:11 2024,3058,1717054631.7965693,1717054631.521459,0.27511024475097656,-0.26712846755981445,0.01596355438232422
Thu May 30 09:37:42 2024,3088,1717054662.0735807,1717054661.7987556,0.2748250961303711,-0.26683640480041504,0.01597738265991211
Thu May 30 09:38:12 2024,3118,1717054692.3647504,1717054692.0813465,0.2834038734436035,-0.2698690891265869,0.027069568634033203
Thu May 30 09:38:42 2024,3148,1717054722.6180124,1717054722.340642,0.2773704528808594,-0.26787829399108887,0.018984317779541016
Thu May 30 09:39:12 2024,3179,1717054752.8715205,1717054752.5947862,0.2767343521118164,-0.2676384449005127,0.018191814422607422
Thu May 30 09:39:43 2024,3209,1717054783.1377363,1717054782.8600984,0.27763795852661133,-0.2676825523376465,0.019910812377929688
Thu May 30 09:40:13 2024,3239,1717054813.4099283,1717054813.133636,0.2762923240661621,-0.2673659324645996,0.017852783203125
Thu May 30 09:40:43 2024,3270,1717054843.6723766,1717054843.396792,0.27558469772338867,-0.266629695892334,0.017910003662109375
Thu May 30 09:41:13 2024,3300,1717054873.9221892,1717054873.646349,0.27584028244018555,-0.2670142650604248,0.017652034759521484
Thu May 30 09:41:44 2024,3330,1717054904.1889443,1717054903.9115071,0.2774372100830078,-0.2671034336090088,0.020667552947998047
Thu May 30 09:42:14 2024,3360,1717054934.4554281,1717054934.1792846,0.27614355087280273,-0.2671341896057129,0.018018722534179688
Thu May 30 09:42:44 2024,3391,1717054964.7138329,1717054964.436656,0.2771768569946289,-0.26714229583740234,0.020069122314453125
Thu May 30 09:43:14 2024,3421,1717054994.9932256,1717054994.7173214,0.27590417861938477,-0.2664487361907959,0.018910884857177734
Thu May 30 09:43:45 2024,3451,1717055025.3411808,1717055025.0573692,0.2838115692138672,-0.26733899116516113,0.03294515609741211
Thu May 30 09:44:15 2024,3481,1717055055.598978,1717055055.317093,0.28188514709472656,-0.2660646438598633,0.03164100646972656
Thu May 30 09:44:45 2024,3512,1717055085.8935814,1717055085.6117363,0.2818450927734375,-0.2653839588165283,0.03292226791381836
Thu May 30 09:45:16 2024,3542,1717055116.2056408,1717055115.9245434,0.281097412109375,-0.26561689376831055,0.030961036682128906
Thu May 30 09:45:46 2024,3572,1717055146.489194,1717055146.2088766,0.2803173065185547,-0.26982903480529785,0.020976543426513672
