Timestamp,Time Passed,PC Time,Server Time,Time Difference (s),Offset,Delay (s)
Thu May 30 09:16:00 2024,1786,1717053360.356575,1717053360.0750055,0.2815694808959961,-0.2698178291320801,0.02350330352783203
Thu May 30 09:16:30 2024,1816,1717053390.631394,1717053390.3487363,0.2826576232910156,-0.27010607719421387,0.025103092193603516
Thu May 30 09:17:00 2024,1847,1717053420.9168358,1717053420.6348877,0.2819480895996094,-0.27020978927612305,0.023476600646972656
Thu May 30 09:17:31 2024,1877,1717053451.1779766,1717053450.8971486,0.28082799911499023,-0.2690560817718506,0.023543834686279297
Thu May 30 09:18:01 2024,1907,1717053481.4445,1717053481.1612468,0.28325319290161133,-0.2707693576812744,0.024967670440673828
Thu May 30 09:18:31 2024,1938,1717053511.6951656,1717053511.4125614,0.2826042175292969,-0.26994824409484863,0.025311946868896484
Thu May 30 09:19:01 2024,1968,1717053541.9541588,1717053541.6723728,0.2817859649658203,-0.26911354064941406,0.0253448486328125
Thu May 30 09:19:32 2024,1998,1717053572.209218,1717053571.9284592,0.2807588577270508,-0.2688920497894287,0.02373361587524414
Thu May 30 09:20:02 2024,2028,1717053602.4810414,1717053602.2005725,0.2804689407348633,-0.26844096183776855,0.024055957794189453
Thu May 30 09:20:32 2024,2059,1717053632.753654,1717053632.4721189,0.28153514862060547,-0.2684597969055176,0.02615070343017578
Thu May 30 09:21:03 2024,2089,1717053663.0302687,1717053662.7503376,0.27993106842041016,-0.2685432434082031,0.022775650024414062
Thu May 30 09:21:33 2024,2119,1717053693.278038,1717053692.9981422,0.2798957824707031,-0.2689199447631836,0.021951675415039062
Thu May 30 09:22:03 2024,2149,1717053723.5546904,1717053723.2733355,0.2813549041748047,-0.26908159255981445,0.02454662322998047
Thu May 30 09:22:33 2024,2180,1717053753.8122616,1717053753.5295844,0.28267717361450195,-0.2696073055267334,0.02613973617553711
Thu May 30 09:23:04 2024,2210,1717053784.0644732,1717053783.783863,0.2806100845336914,-0.26885294914245605,0.023514270782470703
Thu May 30 09:23:34 2024,2240,1717053814.331069,1717053814.0496993,0.281369686126709,-0.26962780952453613,0.023483753204345703
Thu May 30 09:24:04 2024,2270,1717053844.5902567,1717053844.3090749,0.28118181228637695,-0.269542932510376,0.023277759552001953
Thu May 30 09:24:34 2024,2301,1717053874.8553839,1717053874.5740051,0.28137874603271484,-0.2701385021209717,0.022480487823486328
Thu May 30 09:25:05 2024,2331,1717053905.1117105,1717053904.830112,0.2815985679626465,-0.2691333293914795,0.024930477142333984
Thu May 30 09:25:35 2024,2361,1717053935.393342,1717053935.1129417,0.28040027618408203,-0.2679572105407715,0.024886131286621094
Thu May 30 09:26:05 2024,2391,1717053965.6718564,1717053965.3862596,0.2855968475341797,-0.27125000953674316,0.028693675994873047
Thu May 30 09:26:35 2024,2422,1717053995.9219856,1717053995.6402793,0.2817063331604004,-0.26926183700561523,0.024888992309570312
Thu May 30 09:27:06 2024,2452,1717054026.178484,1717054025.898511,0.27997303009033203,-0.26894164085388184,0.02206277847290039
Thu May 30 09:27:36 2024,2482,1717054056.4329872,1717054056.1531906,0.2797966003417969,-0.26813793182373047,0.023317337036132812
Thu May 30 09:28:06 2024,2513,1717054086.6939802,1717054086.4138656,0.28011465072631836,-0.2691609859466553,0.021907329559326172
Thu May 30 09:28:36 2024,2543,1717054116.9457312,1717054116.6664286,0.27930259704589844,-0.26807737350463867,0.02245044708251953
Thu May 30 09:29:07 2024,2573,1717054147.2059994,1717054146.9233093,0.28269004821777344,-0.26966118812561035,0.026057720184326172
Thu May 30 09:29:37 2024,2603,1717054177.4889889,1717054177.2081618,0.28082704544067383,-0.2688567638397217,0.023940563201904297
Thu May 30 09:30:07 2024,2634,1717054207.9146833,1717054207.6338863,0.28079700469970703,-0.26837968826293945,0.024834632873535156
Thu May 30 09:30:38 2024,2664,1717054238.2381315,1717054237.9574404,0.28069114685058594,-0.26896119117736816,0.023459911346435547
Thu May 30 09:31:08 2024,2694,1717054268.6198888,1717054268.3399205,0.27996826171875,-0.26898837089538574,0.021959781646728516
Thu May 30 09:31:38 2024,2725,1717054298.8916454,1717054298.6119437,0.27970170974731445,-0.2682027816772461,0.02299785614013672
Thu May 30 09:32:09 2024,2755,1717054329.156036,1717054328.8760982,0.279937744140625,-0.2685227394104004,0.02283000946044922
Thu May 30 09:32:39 2024,2785,1717054359.415207,1717054359.135685,0.2795219421386719,-0.26717495918273926,0.024693965911865234
Thu May 30 09:33:09 2024,2816,1717054389.6787095,1717054389.3967066,0.28200292587280273,-0.2698655128479004,0.024274826049804688
Thu May 30 09:33:39 2024,2846,1717054419.9614048,1717054419.681705,0.27969980239868164,-0.2682156562805176,0.022968292236328125
Thu May 30 09:34:10 2024,2876,1717054450.229618,1717054449.9510465,0.27857160568237305,-0.26810169219970703,0.02093982696533203
Thu May 30 09:34:40 2024,2906,1717054480.5053954,1717054480.2230372,0.28235816955566406,-0.2699089050292969,0.024898529052734375
Thu May 30 09:35:10 2024,2937,1717054510.7602215,1717054510.4814467,0.2787747383117676,-0.2667865753173828,0.02397632598876953
Thu May 30 09:35:41 2024,2967,1717054541.0416336,1717054540.7624931,0.2791404724121094,-0.26767587661743164,0.02292919158935547
Thu May 30 09:36:11 2024,2997,1717054571.310319,1717054571.0310616,0.27925729751586914,-0.2677788734436035,0.02295684814453125
Thu May 30 09:36:41 2024,3027,1717054601.570385,1717054601.2918305,0.27855443954467773,-0.26750683784484863,0.022095203399658203
Thu May 30 09:37:11 2024,3058,1717054631.825491,1717054631.5433426,0.2821483612060547,-0.26869964599609375,0.026897430419921875
Thu May 30 09:37:42 2024,3088,1717054662.1006489,1717054661.820261,0.28038787841796875,-0.2678849697113037,0.025005817413330078
Thu May 30 09:38:12 2024,3118,1717054692.3932796,1717054692.1124911,0.2807884216308594,-0.2670600414276123,0.02745676040649414
Thu May 30 09:38:42 2024,3148,1717054722.645317,1717054722.364622,0.28069496154785156,-0.26807641983032227,0.025237083435058594
Thu May 30 09:39:12 2024,3179,1717054752.8986988,1717054752.618125,0.28057384490966797,-0.26775050163269043,0.025646686553955078
Thu May 30 09:39:43 2024,3209,1717054783.1645055,1717054782.8845434,0.27996206283569336,-0.2674586772918701,0.025006771087646484
Thu May 30 09:40:13 2024,3239,1717054813.4356213,1717054813.1565418,0.2790794372558594,-0.26721811294555664,0.02372264862060547
Thu May 30 09:40:43 2024,3270,1717054843.699072,1717054843.41953,0.2795419692993164,-0.2677114009857178,0.023661136627197266
Thu May 30 09:41:13 2024,3300,1717054873.9481893,1717054873.6682744,0.27991485595703125,-0.26818084716796875,0.023468017578125
Thu May 30 09:41:44 2024,3330,1717054904.21552,1717054903.936623,0.2788968086242676,-0.2666466236114502,0.024500370025634766
Thu May 30 09:42:14 2024,3360,1717054934.4797826,1717054934.202661,0.27712154388427734,-0.2655520439147949,0.023138999938964844
Thu May 30 09:42:44 2024,3391,1717054964.7387571,1717054964.4599128,0.27884435653686523,-0.26740217208862305,0.022884368896484375
Thu May 30 09:43:14 2024,3421,1717054995.0213308,1717054994.7408676,0.28046321868896484,-0.2674388885498047,0.026048660278320312
Thu May 30 09:43:45 2024,3451,1717055025.3671012,1717055025.0884638,0.2786374092102051,-0.2661714553833008,0.024931907653808594
Thu May 30 09:44:15 2024,3481,1717055055.6279316,1717055055.3476543,0.2802772521972656,-0.26730942726135254,0.025935649871826172
Thu May 30 09:44:45 2024,3512,1717055085.9208298,1717055085.642424,0.27840566635131836,-0.2663135528564453,0.024184226989746094
Thu May 30 09:45:16 2024,3542,1717055116.2326431,1717055115.952198,0.2804450988769531,-0.2679567337036133,0.024976730346679688
Thu May 30 09:45:46 2024,3572,1717055146.5152082,1717055146.236258,0.27895021438598633,-0.2674546241760254,0.022991180419921875
